uvrstitev,rezultat [s],ime tekmovalke,datum rojstva,država,pozicija,datum dogodka,skupne točke,kontinent
2038,7.74,Irma GUNNARSDÓTTIR,04 FEB 1998,ISL,1,29 FEB 2024,975,Evropa
2038,7.74,Yu XIA,19 FEB 2006,CHN,2h9,03 MAR 2024,975,Azija
2038,7.74,Lin HUANG,16 OCT 1999,CHN,5h11,03 MAR 2024,975,Azija
2038,7.74,Gabriella CUNNINGHAM,2004,USA,4h2,09 MAR 2024,975,Severna in Srednja Amerika
2038,7.74,Meara RASUL,,USA,3h14,09 MAR 2024,975,Severna in Srednja Amerika
2038,7.74,Man XU,15 MAY 2003,CHN,2h2,12 MAR 2024,975,Azija
2038,7.74,Caoimhe DALY,,IRL,1,06 APR 2024,975,Evropa
2038,7.74,Tiffany NWAEDOZIE,,IRL,1h1,06 APR 2024,975,Evropa
2038,7.74,Mia VUKIĆ,2010,CRO,1f5,08 JUN 2024,977,Evropa
2125,7.75,Meghane GRANDSON,15 SEP 1995,FRA,6f1,06 JAN 2024,972,Evropa
2125,7.75,Binta MARTIN,2003,FRA,7f1,06 JAN 2024,972,Evropa
2125,7.75,Wided ATATOU,15 JUL 1999,FRA,5h1,06 JAN 2024,972,Evropa
2125,7.75,Sarah SALDUTTO,2001,CAN,2f1,06 JAN 2024,972,Severna in Srednja Amerika
2125,7.75,Ine IMPENS,2007,BEL,1f1,06 JAN 2024,972,Evropa
2125,7.75,Tetiana STETSKOVA,09 MAR 2000,UKR,3,06 JAN 2024,972,Evropa
2125,7.75,Tereza ČOREJOVÁ,19 JUL 2005,SVK,2f1,06 JAN 2024,972,Evropa
2125,7.75,Angeline PERRAUD,14 SEP 2003,FRA,5f2,07 JAN 2024,972,Evropa
2125,7.75,Olga KAMENSHCHIKOVA,02 MAR 2007,RUS,5,07 JAN 2024,972,Evropa
2125,7.75,Anna PARYGINA,20 JUL 2005,RUS,7,07 JAN 2024,972,Evropa
2125,7.75,Viktoria GORLOVA,22 MAY 2001,RUS,3h2,12 JAN 2024,972,Evropa
2125,7.75,Kristin COOK,,USA,3h4,12 JAN 2024,972,Severna in Srednja Amerika
2125,7.75,Zamesha MYLE,2001,VIN,5h1,12 JAN 2024,972,Severna in Srednja Amerika
2125,7.75,Zoey GOLDSTEIN,21 MAY 2002,USA,2h4,13 JAN 2024,972,Severna in Srednja Amerika
2125,7.75,Ruth AGADAMA,17 APR 2002,NGR,5h3,13 JAN 2024,972,Afrika
2125,7.75,Ayanna JONES,2003,USA,4h4,13 JAN 2024,972,Severna in Srednja Amerika
2125,7.75,Nina RADIŠEK,2007,SLO,3,14 JAN 2024,972,Evropa
2125,7.75,Melanie SLOTOSCH,2003,GER,1h1,14 JAN 2024,972,Evropa
2125,7.75,Kristina PRIADKO,18 MAR 2001,UKR,2h26,14 JAN 2024,972,Evropa
2125,7.75,Karyna KAVALKOVA,23 JAN 2004,BLR,1,18 JAN 2024,972,Evropa
2125,7.75,Sara KOZAN,2002,CAN,4h1,19 JAN 2024,972,Severna in Srednja Amerika
2125,7.75,Lauren PHILLIPS,,USA,3,19 JAN 2024,972,Severna in Srednja Amerika
2125,7.75,Izabella OLOFSSON,2005,SWE,4h2,20 JAN 2024,972,Evropa
2125,7.75,Marine MIGNON,15 SEP 1999,FRA,5f1,20 JAN 2024,972,Evropa
2125,7.75,Karen LUX,22 AUG 2001,FRA,4h1,20 JAN 2024,972,Evropa
2125,7.75,Marie-Louisa SCHÖBEL,2003,GER,2h2,21 JAN 2024,972,Evropa
2125,7.75,Sophie RITTER,2007,GER,1sf3,21 JAN 2024,972,Evropa
2125,7.75,Alice MELOTTI,17 JUL 2001,ITA,2f2,21 JAN 2024,972,Evropa
2125,7.75,Camilla SARTI,10 JUN 2000,ITA,6h1,21 JAN 2024,972,Evropa
2125,7.75,Daphne CORDIOLI,27 MAR 2006,ITA,6f1,21 JAN 2024,972,Evropa
2125,7.75,Matilda PERRY,,GBR,3,21 JAN 2024,972,Evropa
2125,7.75,Makenna DROUIN,,USA,6,27 JAN 2024,972,Severna in Srednja Amerika
2125,7.75,Maria RUEDA,15 JAN 2000,ESP,2h2,27 JAN 2024,972,Evropa
2125,7.75,Fenja SCHÄFER,18 JUL 2002,GER,5,27 JAN 2024,972,Evropa
2125,7.75,Nadine REETZ,20 JAN 2004,GER,4f1,28 JAN 2024,972,Evropa
2125,7.75,Matilda LUI,06 JUN 2008,ITA,5f2,28 JAN 2024,972,Evropa
2125,7.75,Anastasiya KUZINA,20 MAY 2007,RUS,4sf3,29 JAN 2024,972,Evropa
2125,7.75,Angee NOTT,21 DEC 1975,USA,2h4,02 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Anna DOROFYEYEVA,16 JUN 2000,UKR,3sf2,02 FEB 2024,972,Evropa
2125,7.75,Khamani JONES,,USA,3,02 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Sophia PARDO,,USA,7sf2,03 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Adelaide ASANTE,,USA,2h6,03 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Paula SIERRA,14 NOV 2004,ESP,5h1,03 FEB 2024,972,Evropa
2125,7.75,Mirai SUGIMURA,15 DEC 2008,JPN,5f1,03 FEB 2024,972,Azija
2125,7.75,Misha NAITOU,24 DEC 2008,JPN,6f1,03 FEB 2024,972,Azija
2125,7.75,Ai TSUGAWA,19 MAR 2007,JPN,7f1,03 FEB 2024,972,Azija
2125,7.75,Hannah BAUERMANN,2008,GER,1f2,03 FEB 2024,972,Evropa
2125,7.75,Carla BUENO,13 JUL 2007,ESP,2f1,03 FEB 2024,972,Evropa
2125,7.75,Aikaterini SCHOINOCHORITI,14 APR 2005,GRE,6h1,04 FEB 2024,972,Evropa
2125,7.75,Syuka AKASAKA,06 MAR 2006,JPN,4h4,04 FEB 2024,972,Azija
2125,7.75,Megane CARTAUT,2001,FRA,2h1,08 FEB 2024,972,Evropa
2125,7.75,Aniya YOUNG,2004,USA,2h1,09 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Shae DOUGLAS,1999,USA,2h3,09 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Claudia Maria HASTIE FOSS,09 AUG 2005,NOR,2h1,09 FEB 2024,972,Evropa
2125,7.75,Maja Emilia MEDIC,26 JUN 2000,NOR,1h2,09 FEB 2024,972,Evropa
2125,7.75,Sydney MCCALLUM,2004,USA,5h9,09 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,A'Marie KHAN,,USA,2h3,09 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Noa VALENCE,20 MAY 2001,FRA,2h1,10 FEB 2024,972,Evropa
2125,7.75,Lucie FAVARD,17 NOV 1998,FRA,3h1,10 FEB 2024,972,Evropa
2125,7.75,Lily MESKERS,,USA,1f2,10 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Mikenna ELLS,,USA,3h1,10 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Leticia XAVIER,2006,POR,1f2,11 FEB 2024,972,Evropa
2125,7.75,Camille LOYAU,2007,FRA,1f2,11 FEB 2024,972,Evropa
2125,7.75,Tamera ARDOUREL,2007,FRA,2f1,11 FEB 2024,972,Evropa
2125,7.75,Jovanna GUSTAVE,,BAR,4f3,16 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Jada PITTMAN,24 MAY 2004,USA,1h2,16 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Iben CARNHED,03 SEP 2001,NOR,4,17 FEB 2024,972,Evropa
2125,7.75,Eeva SAMBERG,31 AUG 2002,FIN,5h3,17 FEB 2024,972,Evropa
2125,7.75,Amira SIMON,06 AUG 2004,AUT,6,17 FEB 2024,972,Evropa
2125,7.75,Yoanna TSONCHEVA,07 APR 2001,BUL,2h4,17 FEB 2024,972,Evropa
2125,7.75,Makesha WALKER,2002,CAN,4,17 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Khrystyna FEDUSHCHAK,10 JAN 2006,UKR,5,17 FEB 2024,972,Evropa
2125,7.75,Nikolett GÁL,09 MAR 2004,HUN,1f2,17 FEB 2024,972,Evropa
2125,7.75,Miselina LYTRA,24 JAN 2008,GRE,1h2,17 FEB 2024,972,Evropa
2125,7.75,Daye TALLEY,,USA,6h3,19 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Camryn LORICK,,USA,5h6,19 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Abby VENHAUS,,USA,4h1,21 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Leanza DWAAH,17 FEB 1999,GBR,3h3,21 FEB 2024,972,Evropa
2125,7.75,Jacqueline JONES,,USA,5h1,22 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Bonet HENDERSON,,USA,5h2,23 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Hannah SMITH,,USA,5h3,23 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Grace PENDARVIS,,USA,6h2,23 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Norah D'ALMEIDA,,USA,5h2,23 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Noelle FOSS,2003,USA,4h3,23 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Kennedy MILLER,2000,USA,4h3,23 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Beāte BUKA,08 AUG 2008,LAT,3,24 FEB 2024,972,Evropa
2125,7.75,Kennedy FLYNN,05 JUL 2006,USA,4,24 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Alzira GOMES,08 SEP 2005,POR,2h1,24 FEB 2024,972,Evropa
2125,7.75,Kaley PETERSON,,USA,5h2,25 FEB 2024,972,Severna in Srednja Amerika
2125,7.75,Romana HRNČÁROVÁ,10 JUL 2007,SVK,4,25 FEB 2024,972,Evropa
2125,7.75,Valeryia KUCHUMAVA,01 APR 2006,BLR,1,01 MAR 2024,972,Evropa
2125,7.75,Lærke BLAABJERG PEDERSEN,17 JUL 2004,DEN,2,02 MAR 2024,972,Evropa
2125,7.75,Syniah SIMS,2004,USA,6h2,08 MAR 2024,972,Severna in Srednja Amerika
2125,7.75,Tsz Shan WONG,15 APR 2001,HKG,1,09 MAR 2024,972,Azija
2125,7.75,Natasha REDMOND,,USA,4h13,09 MAR 2024,972,Severna in Srednja Amerika
2125,7.75,Maya COLLINS,2005,USA,4h14,09 MAR 2024,972,Severna in Srednja Amerika
2125,7.75,Núria MUNTANER,18 JAN 2006,ESP,7sf1,09 MAR 2024,972,Evropa
2125,7.75,Qingyu LIU,07 JAN 2004,CHN,4h3,12 MAR 2024,972,Azija
2223,7.76,Birna Kristín KRISTJÁNSDÓTTIR,30 JUN 2002,ISL,1,04 JAN 2024,969,Evropa
2223,7.76,Naomily OESLICK,30 AUG 2005,FRA,2f2,06 JAN 2024,969,Evropa
2223,7.76,Lavinia CAPASSO,02 JAN 2006,ITA,2f2,07 JAN 2024,969,Evropa
2223,7.76,Kristina ERMOLA,07 FEB 2005,KAZ,2h3,07 JAN 2024,969,Azija
2223,7.76,Indya JACKSON,2001,USA,4h2,12 JAN 2024,969,Severna in Srednja Amerika
2223,7.76,Nuara SOLCHAGA,04 DEC 2003,ESP,1,13 JAN 2024,969,Evropa
2223,7.76,Zuzanna GOZDERA,04 JUL 2004,POL,3h2,13 JAN 2024,969,Evropa
2223,7.76,Sanaia WOODS,,USA,3sf1,13 JAN 2024,969,Severna in Srednja Amerika
2223,7.76,Samantha BARTZ,,USA,5sf3,13 JAN 2024,969,Severna in Srednja Amerika
2223,7.76,Amari KILUVIA,2005,USA,7h1,13 JAN 2024,969,Severna in Srednja Amerika
2223,7.76,Lorina HERTLEIN,13 NOV 2004,GER,5f1,14 JAN 2024,969,Evropa
2223,7.76,Julia BJÖRKMAN,22 MAY 2000,SWE,2f2,20 JAN 2024,969,Evropa
2223,7.76,Olivia FREEMAN,,USA,1h8,20 JAN 2024,969,Severna in Srednja Amerika
2223,7.76,Karese LLYOD,2004,GUY,4h1,26 JAN 2024,969,Južna Amerika
2223,7.76,Alyssa JACKSON,,USA,4h4,26 JAN 2024,969,Severna in Srednja Amerika
2223,7.76,Kiera BONDS,,USA,6h1,26 JAN 2024,969,Severna in Srednja Amerika
2223,7.76,Claudia RODRIGUEZ,04 AUG 2002,ESP,5,27 JAN 2024,969,Evropa
2223,7.76,Leticia PUKNUS,2007,GER,1,27 JAN 2024,969,Evropa
2223,7.76,Sofia MUCHE,2008,GER,1,27 JAN 2024,969,Evropa
2223,7.76,Aistė UNSKINAITĖ,02 JAN 1998,LTU,2h6,27 JAN 2024,969,Evropa
2223,7.76,Lucyna ŁOŚ,02 MAY 2001,POL,2h1,27 JAN 2024,969,Evropa
2223,7.76,Ella SCALLY,,USA,1f3,02 FEB 2024,969,Severna in Srednja Amerika
2223,7.76,Anna MATUSZEWICZ,05 APR 2003,POL,4h2,03 FEB 2024,969,Evropa
2223,7.76,Emma MAŠTALÍŘOVÁ,27 NOV 2000,CZE,3f1,03 FEB 2024,969,Evropa
2223,7.76,Naroa ERANSUS,26 OCT 2004,ESP,4h2,03 FEB 2024,969,Evropa
2223,7.76,Lidia SANCHEZ,08 APR 2003,ESP,5h3,03 FEB 2024,969,Evropa
2223,7.76,Phyllis NGUESSAN,04 SEP 2001,FRA,1f2,03 FEB 2024,969,Evropa
2223,7.76,Margareta RISEK,11 MAY 1994,CRO,1h3,03 FEB 2024,969,Evropa
2223,7.76,Jasmine WILLIAMS,,USA,4,03 FEB 2024,969,Severna in Srednja Amerika
2223,7.76,Klára LIŠKOVÁ,2004,CZE,3,04 FEB 2024,969,Evropa
2223,7.76,Hannah SCHÜRLE,2007,GER,1h1,04 FEB 2024,969,Evropa
2223,7.76,Anastasiya PROSKURINA,14 APR 1999,RUS,2,08 FEB 2024,969,Evropa
2223,7.76,Corinne THORPE,,USA,3pr8,09 FEB 2024,969,Severna in Srednja Amerika
2223,7.76,Jonna AALTO,09 APR 2006,FIN,2f4,10 FEB 2024,969,Evropa
2223,7.76,Heidi BRANNING,2001,CAN,1,10 FEB 2024,969,Severna in Srednja Amerika
2223,7.76,Zuzanna ADAMCZEWSKA,21 OCT 2005,POL,3h1,10 FEB 2024,969,Evropa
2223,7.76,Shaiya KENION,,GBR,5sf2,10 FEB 2024,969,Evropa
2223,7.76,Daniela GUBLER,22 MAR 1994,SUI,6h1,10 FEB 2024,969,Evropa
2223,7.76,Laura NALLY,04 MAY 2000,IRL,1f1,10 FEB 2024,969,Evropa
2223,7.76,Ava TESTA,23 MAY 2005,AUT,3f2,10 FEB 2024,969,Evropa
2223,7.76,Ludivine ALVERTE-SONG,23 MAY 2007,FRA,3f1,11 FEB 2024,969,Evropa
2223,7.76,Arianna LAZZATI,06 OCT 1994,ITA,5h26,11 FEB 2024,969,Evropa
2223,7.76,Shackera DOUGLAS,12 NOV 2002,USA,5f3,16 FEB 2024,969,Severna in Srednja Amerika
2223,7.76,Olga YERSHOVA,21 SEP 2006,RUS,3sf2,16 FEB 2024,969,Evropa
2223,7.76,Chadon FOREMAN,,USA,1,17 FEB 2024,969,Severna in Srednja Amerika
2223,7.76,Elaine DEN EXTER,23 MAR 1997,NED,5sf3,17 FEB 2024,969,Evropa
2223,7.76,Evie RENWICK,,GBR,1,17 FEB 2024,969,Evropa
2223,7.76,Emma CLARK,27 MAR 2009,GBR,4,17 FEB 2024,969,Evropa
2223,7.76,Hanna LAUROVA,23 FEB 2001,BLR,5,17 FEB 2024,969,Evropa
2223,7.76,Boróka BOLDOGH,12 MAY 2007,HUN,7f1,17 FEB 2024,969,Evropa
2223,7.76,Adriana BRATHWAITE,,USA,2h1,18 FEB 2024,969,Severna in Srednja Amerika
2223,7.76,Ruth-Ann CHAMBERS,16 APR 2002,JAM,1h3,18 FEB 2024,969,Severna in Srednja Amerika
2223,7.76,Abbie HUEY,,USA,3h2,23 FEB 2024,969,Severna in Srednja Amerika
2223,7.76,Jetta MAYS,2003,USA,2h3,23 FEB 2024,969,Severna in Srednja Amerika
2223,7.76,Reetta RYYNÄNEN,10 JAN 2004,FIN,3h2,24 FEB 2024,969,Evropa
2223,7.76,Naomie CLARK,24 AUG 2005,SUI,1h1,24 FEB 2024,969,Evropa
2223,7.76,Jazmine ALDERMAN,,USA,3h1,24 FEB 2024,969,Severna in Srednja Amerika
2223,7.76,Ida MOCZERNIUK,25 NOV 2005,POL,2h3,24 FEB 2024,969,Evropa
2223,7.76,Hallie MONTGOMERY,,USA,3h3,24 FEB 2024,969,Severna in Srednja Amerika
2223,7.76,Makayla HEATH,,USA,3h2,25 FEB 2024,969,Severna in Srednja Amerika
2223,7.76,Olivia MCINTOSH-ADAMS,,USA,4h5,25 FEB 2024,969,Severna in Srednja Amerika
2223,7.76,Shuyu MA,24 JUN 2002,CHN,3h2,27 FEB 2024,969,Azija
2223,7.76,Xue LIU,02 JAN 2005,CHN,4h13,27 FEB 2024,969,Azija
2223,7.76,Sille Kurylak HANSEN,17 MAR 2006,DEN,2,02 MAR 2024,969,Evropa
2223,7.76,Sophia MORONE,,USA,2h2,02 MAR 2024,969,Severna in Srednja Amerika
2223,7.76,Leah POWELL,,USA,6sf1,02 MAR 2024,969,Severna in Srednja Amerika
2223,7.76,Ti'asia BRYANT,,USA,7h3,08 MAR 2024,969,Severna in Srednja Amerika
2223,7.76,Erica AUSTIN,,USA,5h3,09 MAR 2024,969,Severna in Srednja Amerika
2223,7.76,Nyahingiva NYAH,,USA,5h14,09 MAR 2024,969,Severna in Srednja Amerika
2223,7.76,Alora TORTORELLI,,USA,3h15,09 MAR 2024,969,Severna in Srednja Amerika
2223,7.76,Zihan JIA,23 JAN 2001,CHN,7h4,12 MAR 2024,969,Azija
2223,7.76,Hebe EVANS,,GBR,2,17 MAR 2024,969,Evropa
2223,7.76,Alison SCULLY,,IRL,1,06 APR 2024,969,Evropa
2223,7.76,Anastasija KUZET,2008,CRO,4f3,04 MAY 2024,969,Evropa
2223,7.76,Tereza POLÁKOVÁ,2005,SVK,1,09 JUN 2024,969,Evropa
2298,7.77,Magdalena BROGIOLI,,USA,1,06 JAN 2024,966,Severna in Srednja Amerika
2298,7.77,Liisa-Maria LUSTI,22 AUG 2004,EST,h4,06 JAN 2024,966,Evropa
2298,7.77,Lieselotte VAN LAERE,16 MAR 2001,BEL,4f1,06 JAN 2024,966,Evropa
2298,7.77,Sara ACMAN,2009,SLO,1f5,07 JAN 2024,966,Evropa
2298,7.77,Sydney BROWN,,USA,3f1,12 JAN 2024,966,Severna in Srednja Amerika
2298,7.77,Lademi DAVIES,06 JAN 2006,CAN,3,12 JAN 2024,966,Severna in Srednja Amerika
2298,7.77,Tima GODBLESS,14 JUL 2004,NGR,3h5,12 JAN 2024,966,Afrika
2298,7.77,Chavi FLOWERS,2004,USA,3,12 JAN 2024,966,Severna in Srednja Amerika
2298,7.77,Olivia GARNER,,USA,2h2,13 JAN 2024,966,Severna in Srednja Amerika
2298,7.77,Daniela VACA,15 MAR 2004,BOL,5,13 JAN 2024,966,Južna Amerika
2298,7.77,Taya KEAST,2003,CAN,2h3,13 JAN 2024,966,Severna in Srednja Amerika
2298,7.77,Sheelena WILEY,2002,CAN,2h1,13 JAN 2024,966,Severna in Srednja Amerika
2298,7.77,Laetitia ETIA SAME,10 NOV 1999,FRA,3f2,13 JAN 2024,966,Evropa
2298,7.77,Elea Jørstad BOCK,04 NOV 2002,NOR,3h6,20 JAN 2024,966,Evropa
2298,7.77,Maria PUŁAWSKA,21 AUG 2007,POL,1,24 JAN 2024,966,Evropa
2298,7.77,Nyla WARD,2000,USA,3h4,26 JAN 2024,966,Severna in Srednja Amerika
2298,7.77,Maoly ST-GERMAIN,2002,CAN,2h7,26 JAN 2024,966,Severna in Srednja Amerika
2298,7.77,Zuzanna ZAJĄC,14 NOV 2006,POL,3,27 JAN 2024,966,Evropa
2298,7.77,Brielle MINDLEY,2007,USA,7,27 JAN 2024,966,Severna in Srednja Amerika
2298,7.77,Olesya SOLDATOVA,16 DEC 2002,RUS,3h1,27 JAN 2024,966,Evropa
2298,7.77,Alexandra GABON,2005,FRA,1h1,28 JAN 2024,966,Evropa
2298,7.77,Arina BRODNIKOVA,25 SEP 2007,RUS,1h6,29 JAN 2024,966,Evropa
2298,7.77,Annalee ROBINSON,25 JAN 2002,JAM,3h1,02 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Candace MORRIS,,USA,4,02 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Skylynn BLUE,,USA,4h2,02 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Ainhoa RENPAN,10 APR 2004,ESP,5h4,03 FEB 2024,966,Evropa
2298,7.77,Sara YAKANA,,USA,4,03 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Emma PIFFARETTI,25 JAN 2002,SUI,8h2,03 FEB 2024,966,Evropa
2298,7.77,Laura Sophie GROßHAUS,21 MAR 1998,GER,2h2,03 FEB 2024,966,Evropa
2298,7.77,Ainara MOLIN,01 AUG 2001,ESP,2h2,04 FEB 2024,966,Evropa
2298,7.77,Diana VILIČKAITĖ,30 SEP 2004,LTU,4f1,07 FEB 2024,966,Evropa
2298,7.77,Snezhana SALKOVA,25 JUL 2002,RUS,3,08 FEB 2024,966,Evropa
2298,7.77,Michelle KWAFO,,USA,1f1,09 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Tiana GRADY,,USA,3h1,09 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Rachel ROBINSON,,USA,7pr1,09 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Zana RYAN,,USA,5pr1,09 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Brianna BRAND,2003,USA,3pr2,09 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Leeaira WILLIAMS,,USA,3pr2,09 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Summer CROXTON,,USA,5pr6,09 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Emmanuella ADUSEI,10 MAR 2008,GER,2,10 FEB 2024,966,Evropa
2298,7.77,Bauer GAVEL,2008,CAN,1,10 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Elea PREVITALI,2004,FRA,1h10,10 FEB 2024,966,Evropa
2298,7.77,Amanda TRAN,2007,SWE,3f1,10 FEB 2024,966,Evropa
2298,7.77,Raelyn ROBERSON,,USA,5f1,10 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Maeva DORSILE,14 MAY 2002,FRA,1h6,11 FEB 2024,966,Evropa
2298,7.77,Sara BOTUNJAC,25 JUL 2008,SRB,6h2,13 FEB 2024,966,Evropa
2298,7.77,Yuliya GRINKO,05 OCT 2008,RUS,3sf1,16 FEB 2024,966,Evropa
2298,7.77,Lara WESTWOOD-MARSH,,USA,2,17 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Natalija ŠVENDA,13 OCT 2002,CRO,3h2,17 FEB 2024,966,Evropa
2298,7.77,Blanka HUSZKA,01 MAY 2004,HUN,2f2,17 FEB 2024,966,Evropa
2298,7.77,Sofia KONTOGIANNI,28 APR 2008,GRE,6f2,17 FEB 2024,966,Evropa
2298,7.77,Jessica CERVENAK,,USA,6h1,22 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Laila RUDOLPH,,USA,7h3,23 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Emma MARTINS,2003,CAN,3h4,23 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Katie LAVATO,,USA,4h1,23 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Faith RICHARDSON,2002,USA,4h2,23 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Symone ADAMS,,USA,7h2,23 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Kinga KUDZIA,18 FEB 2005,GBR,5sf1,23 FEB 2024,966,Evropa
2298,7.77,Anastasiya GENTUKH,05 FEB 2004,RUS,3h2,23 FEB 2024,966,Evropa
2298,7.77,Kamaria RUSSELL,2003,USA,5h2,23 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Mariandree CHACÓN,06 NOV 2004,GUA,5h3,23 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Beatrice TASSIN,03 MAY 2008,FRA,7sf1,24 FEB 2024,966,Evropa
2298,7.77,Klára KOLAJOVÁ,2006,CZE,3h3,24 FEB 2024,966,Evropa
2298,7.77,Laura LOPONEN,12 APR 2004,FIN,3h1,24 FEB 2024,966,Evropa
2298,7.77,Gabrielle BOZETH,,USA,5,24 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Sarai BROWN,,USA,1h1,24 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Madison SAUNDERS,,USA,4h3,25 FEB 2024,966,Severna in Srednja Amerika
2298,7.77,Yanjie LI,02 OCT 2002,CHN,4h2,27 FEB 2024,966,Azija
2298,7.77,Qiang CHEN,02 JUL 2002,CHN,2h12,27 FEB 2024,966,Azija
2298,7.77,Qianming GU,27 JUN 2002,CHN,5h13,27 FEB 2024,966,Azija
2298,7.77,Mariana TAVARES,23 NOV 2004,POR,5,02 MAR 2024,966,Evropa
2298,7.77,Xiangrong LI,30 JUN 2002,CHN,4h6,03 MAR 2024,966,Azija
2298,7.77,Wenqiang LUO,15 AUG 2006,CHN,3h8,03 MAR 2024,966,Azija
2298,7.77,Samiya EADY,,USA,5h2,09 MAR 2024,966,Severna in Srednja Amerika
2298,7.77,Josie REMPE,,USA,6h3,09 MAR 2024,966,Severna in Srednja Amerika
2298,7.77,Xueman HAN,06 SEP 2001,CHN,3h2,12 MAR 2024,966,Azija
2298,7.77,Yue LUO,31 MAY 2005,CHN,3h4,16 MAR 2024,966,Azija
2298,7.77,Fatima AMUSAN,30 MAY 2006,IRL,2,06 APR 2024,966,Evropa
2298,7.77,Diana JIRKOVÁ,2009,CZE,1h1,01 JUN 2024,966,Evropa
2298,7.77,Wiktoria RUTKOWSKA,23 JAN 2001,POL,1,08 JUN 2024,966,Evropa
2298,7.77,Arina SEĻIVERSTOVA,03 DEC 2005,LAT,2,24 JUL 2024,966,Evropa
2379,7.78,Hana SEKNE,05 APR 2007,SLO,2h2,07 JAN 2024,963,Evropa
2379,7.78,Marie VERMEULEN,2008,BEL,2f6,07 JAN 2024,963,Evropa
2379,7.78,Marina LASSERRE,24 NOV 2002,FRA,2h2,07 JAN 2024,963,Evropa
2379,7.78,Julie DUPUPET,14 APR 1995,FRA,1h6,07 JAN 2024,963,Evropa
2379,7.78,Lucca AGATE,2002,CAN,5h3,12 JAN 2024,963,Severna in Srednja Amerika
2379,7.78,Delaney WEIMER,,USA,7h3,12 JAN 2024,963,Severna in Srednja Amerika
2379,7.78,Maddison VERNON,28 AUG 2004,GBR,2f2,13 JAN 2024,963,Evropa
2379,7.78,Sundance FULLER,13 NOV 2001,AUS,5h2,13 JAN 2024,963,Oceanija
2379,7.78,Melia WILLIAMS,,USA,1,13 JAN 2024,963,Severna in Srednja Amerika
2379,7.78,Taylor GILLING,,USA,7,13 JAN 2024,963,Severna in Srednja Amerika
2379,7.78,Zakayza PARSON,2003,BER,1h3,13 JAN 2024,963,Severna in Srednja Amerika
2379,7.78,Ebba GUSTAFSSON,31 JAN 2002,SWE,3h2,13 JAN 2024,963,Evropa
2379,7.78,Maroua SAHROUI,12 APR 2003,ITA,2f2,14 JAN 2024,963,Evropa
2379,7.78,Ludovica Maria LABONIA,02 JUN 2008,ITA,1h3,14 JAN 2024,963,Evropa
2379,7.78,Jayda RUSTEMOGLU,,USA,2h1,19 JAN 2024,963,Severna in Srednja Amerika
2379,7.78,Maja OLSZAK,30 JUL 2004,POL,5h1,20 JAN 2024,963,Evropa
